InteractionID	BasisOfRecord	sourceTaxonId	sourceTaxonName	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	sexName	sexID	targetTaxonId	targetTaxonName	targetCommonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	literatureRecord	https://www.gbif.org/species/110462373	Calyptra thalictri	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001					https://www.gbif.org/species/147211519	Vitis sp.	grape							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
40	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/2436436	Homo sapiens	human							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
41	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/132095904	Elephas maximus indicus	Indian elephant							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
42	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/146826689	Equus sp.	mule							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
43	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/146826061	Sus sp.	pig							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
45	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/147211875	Ficus sp.	fig							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
48	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/3022511	Prunus persica	peach							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
49	literatureRecord	https://www.gbif.org/species/5110823	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/2988638	Rubus sp.	raspberry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
47	literatureRecord	https://www.gbif.org/species/5110824	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/145746197	Citrus reticulata	mandarin							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
46	literatureRecord	https://www.gbif.org/species/5110825	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147211519	Vitis sp.	grape							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
44	literatureRecord	https://www.gbif.org/species/5110826	Calyptra fasciata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/2436436	Homo sapiens	human							"Bänziger, H. 1989. Skin-piercing blood-sucking moths V: Attacks on man by 5 Calyptra spp.(Lepidoptera: Noctuidae) in S. and S.E. Asia. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 62: 215-233."
51	literatureRecord	https://www.gbif.org/species/5110826	Calyptra labilis (now fasciata)	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/132095904	Elephas maximus indicus	Indian elephant							"Bänziger, H. 1979. Skin-piercing blood-sucking moths II: Studies on a further 3 adult Calyptra [Calpe] sp. (Lepid., Noctuidae). Acta Trop. 36(1):23-37."
1	literatureRecord	https://www.gbif.org/species/5110829	Calyptra albivirgata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats							https://www.gbif.org/species/1	Animalia	Unknown animal							
2	literatureRecord	https://www.gbif.org/species/5110829	Calyptra albivirgata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats							https://www.gbif.org/species/6	Plantae	Unknown plant							
11	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132092421	Acrocodia indica	Malayan tapir							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
12	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132079920	Boselaphus tragocamelus	nilgai antelope							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
13	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132080256	Rusa unicolor	sambar deer							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
14	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132079642	Bubalus bubalis	water buffalo							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
17	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132080144	Dama dama	fallow deer							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
21	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132095904	Elephas maximus indicus	Indian elephant							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
29	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132080233	Cervus elaphus	red deer							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
32	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132079642	Bubalus bubalis	water buffalo							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
36	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/2436436	Homo sapiens	human							"Bänziger, H. 1970. The piercing mechanism of the fruit piercing moth Calpe (Calyptra) thalictri Bkh. (Noctuidae) with reference to the skin-piercing blood-sucking moth Calpe eustrigata Hmps. Acta Tropica, 27: 54-88."
38	literatureRecord	https://www.gbif.org/species/5110831	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/2436436	Homo sapiens	human							Natural Acts: A Sidelong View of Science and Nature by David Quammen 1985 pp. 47-52  
31	literatureRecord	https://www.gbif.org/species/5110832	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132080256	Rusa unicolor	sambar deer							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
33	literatureRecord	https://www.gbif.org/species/5110832	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132079670	Bos taurus indicus	zebu							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
20	literatureRecord	https://www.gbif.org/species/5110833	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/2436436	Homo sapiens	human							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
23	literatureRecord	https://www.gbif.org/species/5110833	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132092421	Acrocodia indica	Malayan tapir							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
19	literatureRecord	https://www.gbif.org/species/5110834	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/5420380	Psidium guajava	guava							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
26	literatureRecord	https://www.gbif.org/species/5110834	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132079920	Boselaphus tragocamelus	nilgai antelope							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
16	literatureRecord	https://www.gbif.org/species/5110835	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434			Male	http://purl.obolibrary.org/obo/TAO_0000242	https://www.gbif.org/species/132092330	Diceros bicornis	black rhinoceros							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
25	literatureRecord	https://www.gbif.org/species/5110835	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147210591	Mangifera sp.	mango							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
27	literatureRecord	https://www.gbif.org/species/5110836	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/3022511	Prunus persica	peach							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
24	literatureRecord	https://www.gbif.org/species/5110837	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/145746197	Citrus reticulata	mandarin							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
22	literatureRecord	https://www.gbif.org/species/5110838	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147211037	Lansium sp.	lansa							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
18	literatureRecord	https://www.gbif.org/species/5110839	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147211519	Vitis sp.	grape							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
15	literatureRecord	https://www.gbif.org/species/5110840	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/145782114	Malus pumila	apple 							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
28	literatureRecord	https://www.gbif.org/species/5110841	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/3020559	Prunus sp.	prune							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
30	literatureRecord	https://www.gbif.org/species/5110842	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001	Under experimental conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147211500	Syzygium sp.	rose apple							"Bänziger, H. 1975. Skin-piercing blood-sucking moths I: Ecological and ethological studies on Calpeeustrigata (Lepid., Noctuidae). Acta tropica, (Basel) 32: 366-369."
34	literatureRecord	https://www.gbif.org/species/5110843	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/132095904	Elephas maximus indicus	Indian elephant							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
35	literatureRecord	https://www.gbif.org/species/5110844	Calyptra eustrigata	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/132079642	Bubalus bubalis	water buffalo							"Bänziger, H. 1986. Skin-piercing blood-sucking moths IV: Biological studies on adults of 4 Calyptra species and 2 subspecies (Lepidoptera, Noctuidae).Mittellungen der Schweizerischen Entomologischen Gesellschaft, 59: 111-138."
9	literatureRecord	https://www.gbif.org/species/9257908	Calyptra canadensis	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	fruit	http://purl.obolibrary.org/obo/PO_0009001					https://www.gbif.org/species/3029779	Fragaria sp.	strawberry							"Zaspel, J.M. 2018. Unpublished"
10	literatureRecord	https://www.gbif.org/species/9257908	Calyptra canadensis	http://purl.obolibrary.org/obo/RO_0002470	FALSE	eats	blood	http://purl.obolibrary.org/obo/NCIT_C12434					https://www.gbif.org/species/1	Animalia								
3	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	skin	http://purl.obolibrary.org/obo/NCIT_C12470					https://www.gbif.org/species/2436436	Homo sapiens	human							"Bänziger, H. 1989. Skin-piercing blood-sucking moths V: Attacks on man by 5 Calyptra spp.(Lepidoptera: Noctuidae) in S. and S.E. Asia. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 62: 215-233."
4	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/5420380	Psidium guajava	guava							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
5	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/3022511	Prunus persica	peach							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
6	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/3020559	Prunus sp.	plum							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
7	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	In nature				https://www.gbif.org/species/2988638	Rubus sp.	raspberry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
8	literatureRecord	https://www.gbif.org/species/110462356	Calyptra bicolor	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/2988638	Rubus sp.	raspberry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
52	literatureRecord	https://www.gbif.org/species/110462360	Calyptra  fletcheri	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/2988638	Rubus sp.	raspberry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
53	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/147211519	Vitis sp.	grape							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
54	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	enclosed conditions	http://purl.obolibrary.org/obo/XCO_0000000			https://www.gbif.org/species/145746197	Citrus reticulata	mandarin							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
55	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/147211875	Ficus sp.	fig							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
56	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/145746197	Citrus reticulata	mandarin							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
57	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/145321625	Muntingia calabura	Panama berry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
58	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/3022511	Prunus persica	peach							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
59	literatureRecord	https://www.gbif.org/species/110462365	Calyptra  minuticornis	http://purl.obolibrary.org/obo/RO_0002437	FALSE	piercing	fruit	http://purl.obolibrary.org/obo/PO_0009001	in nature				https://www.gbif.org/species/2988638	Rubus sp.	raspberry							"Bänziger, H. 2007. Skin-piercing blood-sucking moths VI: Fruit-piercing habits in Calyptra (Noctuidae) and notes on the feeding strategies of zoophilous and frugivorous adult Lepidoptera. Mittellungen der Schweizerischen Entomologischen Gesellschaft, 80: 271-288. "
